"PointID","x","y","Pressure","Velocity_x","Velocity_y","Nu_Tilde"
33, 8.064535300000000e-01, 1.837310000000000e-02, -4.359771438665307e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
34, 7.938926300000000e-01, 1.942865000000000e-02, -4.496111374604267e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
35, 7.810416900000000e-01, 2.049228000000000e-02, -4.742724545703985e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
36, 7.679134000000000e-01, 2.156187000000000e-02, -5.068960131579126e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
37, 7.545207100000000e-01, 2.263527000000000e-02, -5.245270663875258e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
38, 7.408768400000000e-01, 2.371031000000000e-02, -5.481433433962918e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
39, 7.269952500000000e-01, 2.478478000000000e-02, -5.768950985306999e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
40, 7.128896500000000e-01, 2.585646000000000e-02, -5.765732619684936e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
41, 6.985739500000000e-01, 2.692309000000000e-02, -6.121562767115760e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
42, 6.840622800000000e-01, 2.798238000000000e-02, -6.525573582326608e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
43, 6.693689600000000e-01, 2.903198000000000e-02, -6.771589523597019e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
44, 6.545085000000000e-01, 3.006954000000000e-02, -6.979864177521534e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
45, 6.394955500000000e-01, 3.109265000000000e-02, -7.112452828970071e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
46, 6.243449400000000e-01, 3.209884000000000e-02, -7.409482047663718e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
47, 6.090716200000000e-01, 3.308563000000000e-02, -7.671677339984569e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
48, 5.936906600000000e-01, 3.405048000000000e-02, -7.851527520192245e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
49, 5.782172300000000e-01, 3.499083000000000e-02, -8.124037521538269e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
50, 5.626666200000000e-01, 3.590406000000000e-02, -8.411556169857311e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
51, 5.470541600000000e-01, 3.678753000000000e-02, -8.748282300702127e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
52, 5.313952600000000e-01, 3.763859000000000e-02, -9.031693599108835e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
53, 5.157053800000000e-01, 3.845454000000000e-02, -9.798973668706611e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
54, 5.000000000000000e-01, 3.923269000000000e-02, -9.926110943178280e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
55, 4.842946200000000e-01, 3.997034000000000e-02, -9.920159719224461e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
56, 4.686047400000000e-01, 4.066481000000000e-02, -1.016549238000492e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
57, 4.529458400000000e-01, 4.131341000000000e-02, -1.064043350772934e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
58, 4.373333800000000e-01, 4.191351000000000e-02, -1.071429302266751e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
59, 4.217827700000000e-01, 4.246250000000000e-02, -1.097114264739661e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
60, 4.063093400000000e-01, 4.295784000000000e-02, -1.167860181194360e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
61, 3.909283800000000e-01, 4.339705000000000e-02, -1.146729660212022e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
62, 3.756550600000000e-01, 4.377774000000000e-02, -1.201225629088531e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
63, 3.605044500000000e-01, 4.409764000000000e-02, -1.117899711770407e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
64, 3.454915000000000e-01, 4.435455000000000e-02, -1.235182679635578e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
65, 3.306310400000000e-01, 4.454643000000000e-02, -1.294109388142007e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
66, 3.159377200000000e-01, 4.467139000000000e-02, -1.244295670484076e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
67, 3.014260500000000e-01, 4.472768000000000e-02, -1.335099826277235e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
68, 2.871103500000000e-01, 4.471371000000000e-02, -1.367305997209521e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
69, 2.730047500000000e-01, 4.462811000000000e-02, -1.388674319164841e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
70, 2.591231600000000e-01, 4.446966000000000e-02, -1.400752008008420e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
71, 2.454792900000000e-01, 4.423738000000000e-02, -1.377265387609053e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
72, 2.320866000000000e-01, 4.393049000000000e-02, -1.476913030449458e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
73, 2.189583100000000e-01, 4.354842000000000e-02, -1.498671234488839e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
74, 2.061073700000000e-01, 4.309083000000000e-02, -1.652736519326261e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
75, 1.935464700000000e-01, 4.255760000000000e-02, -1.525256014551495e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
76, 1.812880100000000e-01, 4.194885000000000e-02, -1.517945788388008e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
77, 1.693440700000000e-01, 4.126493000000000e-02, -1.588020474371503e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
78, 1.577264500000000e-01, 4.050640000000000e-02, -1.630100941482119e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
79, 1.464466100000000e-01, 3.967403000000000e-02, -1.568145413671579e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
80, 1.355156900000000e-01, 3.876883000000000e-02, -1.633546043330601e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
81, 1.249444700000000e-01, 3.779200000000000e-02, -1.533499039272055e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
82, 1.147433800000000e-01, 3.674492000000000e-02, -1.548390252440586e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
83, 1.049224900000000e-01, 3.562917000000000e-02, -1.701981469124721e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
84, 9.549150000000001e-02, 3.444646000000000e-02, -1.703881892354674e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
85, 8.645971000000000e-02, 3.319868000000000e-02, -1.860435755179750e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
86, 7.783604000000000e-02, 3.188783000000000e-02, -2.130902431003167e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
87, 6.962899000000000e-02, 3.051603000000000e-02, -1.853395419990038e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
88, 6.184666000000000e-02, 2.908547000000000e-02, -1.871658125332973e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
89, 5.449674000000000e-02, 2.759841000000000e-02, -1.864285575350319e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
90, 4.758647000000000e-02, 2.605717000000000e-02, -1.875615701524743e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
91, 4.112269000000000e-02, 2.446408000000000e-02, -1.849457933370840e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
92, 3.511176000000000e-02, 2.282147000000000e-02, -1.673596481207244e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
93, 2.955962000000000e-02, 2.113164000000000e-02, -1.351453221644660e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
94, 2.447174000000000e-02, 1.939686000000000e-02, -1.138976812541960e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
95, 1.985316000000000e-02, 1.761931000000000e-02, -6.878775769988613e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
96, 1.570842000000000e-02, 1.580109000000000e-02, -2.859757426912254e-03, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
97, 1.204162000000000e-02, 1.394419000000000e-02, 5.012952548095468e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
98, 8.856370000000001e-03, 1.205049000000000e-02, 1.151007275894655e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
99, 6.155830000000000e-03, 1.012171000000000e-02, 1.798436854184625e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
100, 3.942650000000000e-03, 8.159400000000001e-03, 2.108213331325928e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
101, 2.219020000000000e-03, 6.164960000000000e-03, 3.103075992712408e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
102, 9.866400000000000e-04, 4.139610000000000e-03, 4.142279928352826e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
103, 2.467200000000000e-04, 2.084340000000000e-03, 5.126241380488701e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
104, 0.000000000000000e+00, 0.000000000000000e+00, 5.748564487539683e-13, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
105, 0.000000000000000e+00, 0.000000000000000e+00, 4.223436914362023e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
106, 2.467200000000000e-04, -2.084340000000000e-03, 5.283190082600905e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
107, 9.866400000000000e-04, -4.139610000000000e-03, 4.290881675982231e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
108, 2.219020000000000e-03, -6.164960000000000e-03, 3.477685437404119e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
109, 3.942650000000000e-03, -8.159400000000001e-03, 2.642155264179813e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
110, 6.155830000000000e-03, -1.012171000000000e-02, 1.708532765682546e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
111, 8.856370000000001e-03, -1.205049000000000e-02, 1.576573453654622e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
112, 1.204162000000000e-02, -1.394419000000000e-02, 9.580482650387702e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
113, 1.570842000000000e-02, -1.580109000000000e-02, 1.240127901412161e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
114, 1.985316000000000e-02, -1.761931000000000e-02, -9.212271654916171e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
115, 2.447174000000000e-02, -1.939686000000000e-02, -7.207848865784292e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
116, 2.955962000000000e-02, -2.113164000000000e-02, -1.435605332345130e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
117, 3.511176000000000e-02, -2.282147000000000e-02, -1.429746970404555e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
118, 4.112269000000000e-02, -2.446408000000000e-02, -1.419204445081731e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
119, 4.758647000000000e-02, -2.605717000000000e-02, -1.644989389668433e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
120, 5.449674000000000e-02, -2.759841000000000e-02, -1.977481225005706e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
121, 6.184666000000000e-02, -2.908547000000000e-02, -1.964677579459223e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
122, 6.962899000000000e-02, -3.051603000000000e-02, -2.054524290076759e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
123, 7.783604000000000e-02, -3.188783000000000e-02, -2.140460271707420e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
124, 8.645971000000000e-02, -3.319868000000000e-02, -1.953791825705943e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
125, 9.549150000000001e-02, -3.444646000000000e-02, -1.799333261490950e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
126, 1.049224900000000e-01, -3.562917000000000e-02, -1.722282660723315e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
127, 1.147433800000000e-01, -3.674492000000000e-02, -1.707392815844023e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
128, 1.249444700000000e-01, -3.779200000000000e-02, -1.606638080177497e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
129, 1.355156900000000e-01, -3.876883000000000e-02, -1.612238632327208e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
130, 1.464466100000000e-01, -3.967403000000000e-02, -1.591142748347164e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
131, 1.577264500000000e-01, -4.050639000000000e-02, -1.687472352758657e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
132, 1.693440700000000e-01, -4.126493000000000e-02, -1.588986572524604e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
133, 1.812880100000000e-01, -4.194885000000000e-02, -1.551451476427197e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
134, 1.935464700000000e-01, -4.255760000000000e-02, -1.623284163596296e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
135, 2.061073700000000e-01, -4.309083000000000e-02, -1.480011648650861e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
136, 2.189583100000000e-01, -4.354842000000000e-02, -1.468955587158068e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
137, 2.320866000000000e-01, -4.393049000000000e-02, -1.424535783141215e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
138, 2.454792900000000e-01, -4.423738000000000e-02, -1.452532297155290e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
139, 2.591231600000000e-01, -4.446966000000000e-02, -1.344065821447590e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
140, 2.730047500000000e-01, -4.462811000000000e-02, -1.362947359267799e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
141, 2.871103500000000e-01, -4.471371000000000e-02, -1.396401321409860e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
142, 3.014260500000000e-01, -4.472768000000000e-02, -1.334999781639379e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
143, 3.159377200000000e-01, -4.467139000000000e-02, -1.377799100876850e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
144, 3.306310400000000e-01, -4.454643000000000e-02, -1.331833117714087e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
145, 3.454915000000000e-01, -4.435455000000000e-02, -1.332548099543154e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
146, 3.605044500000000e-01, -4.409764000000000e-02, -1.203523588017236e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
147, 3.756550600000000e-01, -4.377774000000000e-02, -1.228557804997283e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
148, 3.909283800000000e-01, -4.339705000000000e-02, -1.180695948648076e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
149, 4.063093400000000e-01, -4.295784000000000e-02, -1.220217562952018e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
150, 4.217827700000000e-01, -4.246250000000000e-02, -1.276528721982648e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
151, 4.373333800000000e-01, -4.191351000000000e-02, -1.031390867342290e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
152, 4.529458400000000e-01, -4.131341000000000e-02, -1.048652788185302e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
153, 4.686047400000000e-01, -4.066481000000000e-02, -1.030721305063990e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
154, 4.842946200000000e-01, -3.997034000000000e-02, -1.021746422994561e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
155, 5.000000000000000e-01, -3.923269000000000e-02, -9.869247679797954e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
156, 5.157053800000000e-01, -3.845454000000000e-02, -9.786164515616595e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
157, 5.313952600000000e-01, -3.763859000000000e-02, -9.512502909393840e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
158, 5.470541600000000e-01, -3.678753000000000e-02, -9.119067113250880e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
159, 5.626666200000000e-01, -3.590406000000000e-02, -9.231763198793537e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
160, 5.782172300000000e-01, -3.499083000000000e-02, -8.891579262680568e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
161, 5.936906600000000e-01, -3.405048000000000e-02, -8.529534882215532e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
162, 6.090716200000000e-01, -3.308563000000000e-02, -8.160237118706812e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
163, 6.243449400000000e-01, -3.209884000000000e-02, -8.008429973127104e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
164, 6.394955500000000e-01, -3.109265000000000e-02, -7.553066310969465e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
165, 6.545085000000000e-01, -3.006954000000000e-02, -7.416455754146355e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
166, 6.693689600000000e-01, -2.903198000000000e-02, -6.935525655035350e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
167, 6.840622800000000e-01, -2.798238000000000e-02, -6.830265797671946e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
168, 6.985739500000000e-01, -2.692309000000000e-02, -6.156868030990389e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
169, 7.128896500000000e-01, -2.585646000000000e-02, -6.204128507434094e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
170, 7.269952500000000e-01, -2.478478000000000e-02, -5.844464593274262e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
171, 7.408768400000000e-01, -2.371031000000000e-02, -5.708864654427461e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
172, 7.545207100000000e-01, -2.263527000000000e-02, -5.546047852483962e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
173, 7.679134000000000e-01, -2.156187000000000e-02, -5.185253957515644e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
174, 7.810416900000000e-01, -2.049228000000000e-02, -5.199992137062272e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
175, 7.938926300000000e-01, -1.942865000000000e-02, -5.015413007627322e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
176, 8.064535300000000e-01, -1.837310000000000e-02, -4.797203002292029e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
177, 8.187119899999999e-01, -1.732776000000000e-02, -4.634738736055668e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
178, 8.306559300000000e-01, -1.629472000000000e-02, -4.361304048156835e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
179, 8.422735500000000e-01, -1.527606000000000e-02, -4.075723046620067e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
180, 8.535533900000000e-01, -1.427385000000000e-02, -3.918041153079917e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
181, 8.644843100000000e-01, -1.329014000000000e-02, -3.687338228383261e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
182, 8.750555300000000e-01, -1.232699000000000e-02, -3.475158497250143e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
183, 8.852566200000000e-01, -1.138641000000000e-02, -3.249355046345223e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
184, 8.950775100000000e-01, -1.047041000000000e-02, -3.037157279883106e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
185, 9.045085000000000e-01, -9.580979999999999e-03, -2.959678670516133e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
186, 9.135402900000000e-01, -8.720080000000000e-03, -2.884143151908894e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
187, 9.221639600000000e-01, -7.889640000000000e-03, -2.706136926030528e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
188, 9.303710100000000e-01, -7.091560000000000e-03, -2.457037145947393e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
189, 9.381533399999999e-01, -6.327700000000000e-03, -2.267473998557211e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
190, 9.455032600000000e-01, -5.599850000000000e-03, -2.057728053474299e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
191, 9.524135300000000e-01, -4.909790000000000e-03, -1.844864195181431e-02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
